gameId,gameName
999,Crimsonland
1000,Crimzon Clover  WORLD IGNITION
1001,Critical Mass
1002,Critter Crunch
1003,Croixleur Sigma
1004,CroNix
1005,Crookz - The Short Movie
1006,CrossCode
1007,Crossfire Europe
1008,Crouching Pony Hidden Dragon
1009,Crow - Hunter (Trapper Class)
1010,Crowntakers
1011,Cruel Arena
1012,Crusader Kings Complete
1013,Crusader Kings II
1014,Crusader Kings II Hymns of Abraham
1015,Crusader Kings II Military Orders Unit Pack
1016,Crusader Kings II Sons of Abraham
1017,Crusader Kings II Warriors of Faith Unit Pack
1018,Crusaders of the Lost Idols
1019,Crusaders Thy Kingdom Come
1020,C-RUSH
1021,Cry of Fear
1022,CRYENGINE
1023,Cryostasis
1024,Crypt of the NecroDancer
1025,Crypt of the NecroDancer Extended Soundtrack
1026,Crypt of the NecroDancer Extras
1027,Crypt of the Necrodancer Soundtrack
1028,CRYPTARK
1029,Crysis
1030,Crysis 2
1031,Crysis 2 Maximum Edition
1032,Crysis Warhead
1033,Crysis Wars
1034,Crystal Caves
1035,Crystal Rift
1036,Crystals of Time
1037,CSGO Player Profiles
1038,CSGO Player Profiles - Device
1039,CSGO Player Profiles - Edward
1040,CSGO Player Profiles - Fallen
1041,CSGO Player Profiles - Get_Right
1042,CSGO Player Profiles - KennyS
1043,CSGO Player Profiles - Markeloff
1044,CSGO Player Profiles - N0thing
1045,CSGO Player Profiles - Olofmeister
1046,CSGO Player Profiles - Taz
1047,CT Special Forces Fire for Effect
1048,Cthulhu Saves the World 
1049,Cube & Star An Arbitrary Love
1050,CubeGun
1051,Cubemen
1052,Cubemen 2
1053,Cubesis
1054,Cubetractor
1055,Cubic Castles
1056,Cubot
1057,Cult of the Wind
1058,Cultures - Northland
1059,Curse of Mermos
1060,Curse of the Assassin
1061,Curse The Eye of Isis
1062,Cyberpunk 3776
1063,Cyto
1064,D.I.P.R.I.P. Warm Up
1065,D.U.S.T.
1066,D4 Dark Dreams Don't Die
1067,Daikatana
1068,Damnation
1069,Damnation City of Death
1070,Damned
1071,Dangerous High School Girls in Trouble!
1072,Dangerous Waters
1073,Danmaku Unlimited 2
1074,DARK
1075,DARK - Cult of the Dead DLC
1076,Dark Ages
1077,Dark Arcana The Carnival
1078,Dark Echo
1079,Dark Fall 1 The Journal
1080,Dark Fall 2 Lights Out
1081,Dark Fall Lost Souls
1082,Dark Forester
1083,Dark Matter
1084,Dark Messiah of Might & Magic Multi-Player
1085,Dark Messiah of Might & Magic Single Player
1086,Dark Sector
1087,DARK SOULS II
1088,DARK SOULS II - Season Pass
1089,DARK SOULS II Crown of the Old Iron King
1090,DARK SOULS II Scholar of the First Sin
1091,Dark Souls Prepare to Die Edition
1092,Dark Void
1093,Dark Void Zero
1094,DarkBase 01
1095,DarkEnd
1096,Darkest Dungeon
1097,Darkest Hour A Hearts of Iron Game
1098,Darkest Hour Europe '44-'45
1099,Darkout
1100,Darksiders
1101,Darksiders II
1102,Darksiders II Deathinitive Edition
1103,Darksiders II Soundtrack
1104,Darksiders Soundtrack
1105,Darkspore
1106,DarkStar One
1107,Darkstone
1108,Darkwind War on Wheels
1109,Darwinia
1110,Data Hacker Corruption
1111,Data Hacker Initiation
1112,Data Jammers FastForward
1113,David.
1114,Dawn of Discovery
1115,Dawn of Discovery - Demo
1116,Dawn of Discovery - Venice
1117,Day of Defeat
1118,Day of Defeat Source
1119,Day One Garry's Incident
1120,Daylight
1121,DayZ
1122,DC Universe Online
1123,DCS Black Shark
1124,DCS World
1125,Dead Bits
1126,Dead Bits (Soundtrack)
1127,Dead Effect
1128,Dead Horde
1129,Dead Island
1130,Dead Island Epidemic
1131,Dead Island Riptide
1132,Dead Mountaineer's Hotel
1133,Dead or Alive 5 Last Round
1134,Dead Pixels
1135,Dead Realm
1136,Dead Rising 2
1137,Dead Rising 2 Off the Record
1138,Dead Rising 3
1139,Dead Rising 3 DLC1
1140,Dead Rising 3 DLC2
1141,Dead Rising 3 DLC3
1142,Dead Rising 3 DLC4
1143,Dead Space
1144,Dead Space 2
1145,Dead State
1146,Deadbreed
1147,Deadbreed  Undertaker Beta Pack
1148,DeadCore
1149,Deadfall Adventures
1150,Deadlight
1151,Deadlight Original Soundtrack
1152,Deadlings - Rotten Edition
1153,Deadly 30
1154,Deadly Premonition The Director's Cut
1155,Deadly Profits
1156,Deadly Sin 2
1157,Deadnaut
1158,Deadpool
1159,Dear Esther
1160,Death Rally
1161,Death Rally (Classic)
1162,Death Ray Manta
1163,Death Skid Marks
1164,Death to Spies
1165,Death to Spies Moment of Truth
1166,Death Track Resurrection
1167,Deathmatch Classic
1168,DeathSpank
1169,DeathSpank Thongs Of Virtue
1170,Deathtrap
1171,Decay - The Mare
1172,Deep Dungeons of Doom
1173,Deep Eclipse
1174,Deep Fritz 14 DLC
1175,Deep Under the Sky
1176,Deepworld
1177,DEFCON
1178,Defend Your Life
1179,Defenders of Ardania
1180,Defender's Quest Valley of the Forgotten
1181,Defense Grid 2
1182,Defense Grid 2 A Matter of Endurance
1183,Defense Grid Containment DLC
1184,Defense Grid Resurgence Map Pack 1
1185,Defense Grid Resurgence Map Pack 2 
1186,Defense Grid Resurgence Map Pack 3
1187,Defense Grid Resurgence Map Pack 4
1188,Defense Grid The Awakening
1189,Defiance
1190,Defiance Arktech Revolution
1191,Defy Gravity
1192,Deja Vu MacVenture Series
1193,Delta Force 2
1194,Delta Force Black Hawk Down
1195,Delta Force Black Hawk Down - Team Sabre
1196,Delve Deeper
1197,Delver
1198,Dementium II HD
1199,Demigod
1200,Demise of Nations Rome
1201,Democracy 2
1202,Democracy 3
1203,Democracy 3 Clones and Drones
1204,Democracy 3 Extremism
1205,Democracy 3 Extremism Linux
1206,Democracy 3 Extremism Mac
1207,Democracy 3 Social Engineering
1208,Democracy 3 Social Engineering Linux
1209,Democracy 3 Social Engineering Mac
1210,"Demolition, Inc."
1211,Demon Hunter Chronicles from Beyond
1212,Demonicon
1213,Deponia
1214,Deponia The Complete Journey
1215,Depression Quest
1216,Depth
1217,Depth - S.T.E.V.E. Pack
1218,Depth DEV
1219,Depth Hunter 2 Deep Dive
1220,Depth Hunter 2 Ocean Mysteries
1221,Depths of Peril
1222,Descent
1223,Descent 2
1224,Descent 3
1225,Descent Underground
1226,Desert Gunner
1227,Desert Thunder
1228,Desktop Dungeons
1229,Desktop Dungeons Goatperson DLC
1230,Desktop Dungeons Soundtrack
1231,Despair
1232,Desperados - Wanted Dead or Alive
1233,Destination Sol
1234,Destiny Warriors
1235,Detective Case and Clown Bot in Murder in the Hotel Lisbon
1236,Detective Grimoire
1237,Dethroned!
1238,DETOUR
1239,Deus Ex Game of the Year Edition
1240,Deus Ex Human Revolution
1241,Deus Ex Human Revolution - Director's Cut
1242,Deus Ex Human Revolution - The Missing Link
1243,Deus Ex Invisible War
1244,Deus Ex Revision
1245,Deus Ex The Fall
1246,Dev Guy
1247,Devil May Cry 3 Special Edition
1248,Devil May Cry 4
1249,Devil May Cry 4 Special Edition
1250,Devilian
1251,Devils & Demons
1252,Devil's Bluff
1253,Devils Share
1254,Devil's Workshop pack
1255,Dex
1256,Diamond Dan
1257,Diaper Dash
1258,Diehard Dungeon
1259,Dig or Die
1260,DiggerOnline
1261,Digital Combat Simulator A-10C Warthog
1262,Diner Dash Hometown Hero
1263,DinerTown Tycoon
1264,Dinner Date
1265,Dino D-Day
1266,Dinosaur Hunt Africa Contract
1267,DiRT
1268,DiRT 2
1269,DiRT 3
1270,DiRT 3 Complete Edition
1271,DiRT Rally
1272,DiRT Showdown
1273,Dirty Bomb
1274,Disciples II Gallean's Return
1275,Disciples II Rise of the Elves
1276,Disciples III Reincarnation
1277,Disciples III Renaissance
1278,Disciples III Resurrection
1279,Disciples Sacred Lands Gold
1280,Dishonored
1281,Dishonored (RU)
1282,Dismal Swamp DLC
1283,Disney Infinity 2.0
1284,Disney Infinity 3.0 Play Without Limits
1285,DisplayFusion
1286,Distance
1287,Distant Star Revenant Fleet
1288,Distant Worlds Universe
1289,District 187
1290,Dive to the Titanic
1291,Divekick
1292,Divine Divinity
1293,Divine Souls
1294,Divinity Dragon Commander
1295,Divinity Dragon Commander Beta
1296,Divinity II - Ego Draconis
1297,Divinity II - The Dragon Knight Saga
1298,Divinity II Developer's Cut
1299,Divinity Original Sin
1300,Divinity Original Sin Enhanced Edition
1301,Dizzel
1302,DLC Quest
1303,DmC Devil May Cry
1304,Doc Clock The Toasted Sandwich of Time
1305,Doctor Who The Eternity Clock
1306,Dodge
1307,Dogfight 1942
1308,Dogfight 1942 Fire over Africa
1309,Dogfight 1942 Russia under Siege
1310,DogFighter
1311,Dogs of War Online - Beta
1312,Dollar Dash
1313,Dollar Dash DLC1 More Ways to Win
1314,Dollar Dash DLC2 Robbers Tool-Kit
1315,Dominions 4
1316,Dominique Pamplemousse
1317,Don Bradman Cricket 14
1318,Don't Starve
1319,Don't Starve Reign of Giants
1320,Don't Starve Shipwrecked
1321,Don't Starve Together Beta
1322,Doodle God
1323,Doom & Destiny
1324,DOOM 3
1325,DOOM 3 BFG Edition
1326,DOOM 3 Resurrection of Evil
1327,DOOM II Hell on Earth
1328,Door Kickers
1329,Door Kickers Soundtrack
1330,Doorways Holy Mountains of Flesh
1331,Doorways Prelude
1332,Doorways The Underworld
1333,Dota 2
1334,Dota 2 - Short Film Contest
1335,Dota 2 - The International 2015 - Player Profiles
1336,Double Action Boogaloo
1337,Double Dragon Neon
1338,Double Dragon Trilogy
1339,Down To One
1340,Downwell
1341,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald A Whirlwind Heist"
1342,Dr.Green
1343,Draconian Wars
1344,Dracula 2 The Last Sanctuary
1345,Dracula 3 The Path of the Dragon
1346,Dracula 4 and  5 - Special Steam Edition
1347,Dracula Love Kills
1348,Dracula Origin
1349,Dracula The Resurrection
1350,Dracula's Legacy
1351,Dragomon Hunter
1352,Dragomon Hunter - Welcome Gift
1353,Dragon Age II
1354,Dragon Age Origins
1355,Dragon Age Origins - Awakening
1356,Dragon Age Origins - Ultimate Edition
1357,Dragon Age Origins Character Creator
1358,DRAGON BALL XENOVERSE
1359,Dragon Nest
1360,Dragon Nest Europe
1361,Dragon Quest Heroes
1362,DRAGON QUEST HEROES Slime Weapons and Two Bonus Maps
1363,Dragon The Game
1364,Dragons and Titans
1365,Dragon's Lair
1366,Dragon's Lair 2 Time Warp
1367,Dragon's Prophet
1368,Dragon's Prophet (EU)
1369,Dragon's Prophet Free Starter Pack
1370,Drakensang
1371,Drakensang The River of Time
1372,DRAKERZ-Confrontation
1373,Draw a Stickman EPIC
1374,Drawn The Painted Tower
1375,Dream
1376,Dream Chronicles The Chosen Child
1377,Dream Of Mirror Online
1378,Dream Pinball 3D
1379,Dream Tale
1380,Dreamfall Chapters
1381,Dreamfall The Longest Journey
1382,Dreaming Sarah
1383,Dreaming Sarah OST
1384,Driftmoon
1385,Drive Any Track
1386,Drive to Hell
1387,Driver Booster 3 for STEAM
1388,Driver San Francisco
1389,Driving School Simulator
1390,Droid Assault
1391,Droplitz
1392,Drunken Robot Pornography
1393,Ducati World Championship
1394,Duck Dynasty
1395,Duck Game
1396,DuckTales Remastered
1397,Duke Nukem
1398,Duke Nukem 2
1399,Duke Nukem 3D
1400,Duke Nukem 3D Megaton Edition
1401,Duke Nukem Forever
1402,Duke Nukem Forever 
1403,Duke Nukem Manhattan Project
1404,Dungeon Crawlers HD
1405,Dungeon Defenders
1406,Dungeon Defenders Eternity
1407,Dungeon Defenders II
1408,Dungeon Fighter Online
1409,Dungeon Hearts
1410,Dungeon Nightmares II  The Memory
1411,Dungeon of Elements
1412,Dungeon of the Endless
1413,Dungeon Party
1414,Dungeon Siege
1415,Dungeon Siege 2
1416,Dungeon Siege III
1417,Dungeon Souls
1418,Dungeonbowl Knockout Edition
1419,Dungeonland
1420,Dungeonland - All access pass
1421,DUNGEONS - Steam Special Edition
1422,DUNGEONS - The Dark Lord (Steam Special Edition)
1423,Dungeons & Dragons Chronicles of Mystara
1424,Dungeons & Dragons Daggerdale
1425,Dungeons & Dragons Online
1426,Dungeons 2
1427,Dungeons of Dredmor
1428,Dungeons The Eye of Draconus
1429,Duskers
1430,Dust An Elysian Tail
1431,Dustforce
1432,Dustoff Heli Rescue
1433,Dwarfs F2P
1434,Dwarfs!?
1435,Dyad
1436,Dying Light
1437,Dynamite Jack
1438,Dynasty Warriors 8 - Empires
1439,DYNASTY WARRIORS 8 Xtreme Legends Complete Edition
1440,Dynomite! Deluxe
1441,Dysan the Shapeshifter
1442,Dysfunctional Systems Learning to Manage Chaos
1443,Dystopia
1444,E.Y.E Divine Cybermancy
1445,Eador. Masters of the Broken World
1446,Earth 2140 HD
1447,Earth 2150 Lost Souls
1448,Earth 2150 The Moon Project
1449,Earth 2150 Trilogy
1450,Earth 2160
1451,Earth Defense Force Insect Armageddon
1452,East India Company
1453,East India Company Gold
1454,East India Company Pirate Bay
1455,East India Company Privateer
1456,Eastside Hockey Manager
1457,EasyAntiCheat eSports
1458,Eaten Alive
1459,Echelon
1460,Echo of Soul
1461,Echo of the Wilds
1462,Echoes+
1463,Eden Star  Destroy - Build - Protect
1464,eden*
1465,EDGE
1466,Edge of Space
1467,Edna & Harvey Harvey's New Eyes
1468,Edna & Harvey The Breakout
1469,Eets
1470,Eets Munchies
1471,Eidolon
1472,Eldevin
1473,Eldritch
1474,Electric Highways
1475,Electronic Super Joy
1476,Electronic Super Joy Bonus Content
1477,Electronic Super Joy Groove City
1478,Elegy For A Dead World
1479,Element4l
1480,Elemental Fallen Enchantress Map Pack
1481,Elementary My Dear Majesty!
1482,Elements Soul of Fire
1483,Eleusis
1484,Elite Dangerous
1485,Elite Dangerous Horizons
1486,Else Heart.Break()
1487,Elsword
1488,Elven Legacy
1489,Elven Legacy Magic
1490,Elven Legacy Ranger
1491,Elven Legacy Siege
1492,Emergency 2012
1493,Emergency 2013
1494,Emergency 2014
1495,Emergency 5 - Deluxe Edition
1496,Emet - Hunter (Medic Class)
1497,Emily is Away
1498,Empire Total War
1499,Empire TV Tycoon
1500,Empires
1501,Empires Dawn of the Modern World
1502,Empyrion - Galactic Survival
1503,Enclave
1504,Endless Legend
1505,Endless Sky
1506,Endless Sky - High DPI
1507,Endless Space
1508,Enemy Front
1509,Enemy Mind
1510,Enemy Territory Quake Wars
1511,Enforcer Police Crime Action
1512,English Country Tune
1513,Enigmatis 2 The Mists of Ravenwood
1514,Enigmatis The Ghosts of Maple Creek
1515,ENKI
1516,ENSLAVED Odyssey to the West Premium Edition
1517,Entropy
1518,Environmental Station Alpha
1519,Epic Arena
1520,Epic Battle Fantasy 4
1521,Epic Battle Fantasy 4 - Soundtrack
1522,Epic Cards Battle(TCG)
1523,ePic Character Generator
1524,Epigenesis
1525,Eradicator
1526,Eron
1527,Eryi's Action
1528,Escape
1529,Escape Dead Island
1530,Escape Goat
1531,Escape Goat 2
1532,Escape Machines
1533,Escape Rosecliff Island
1534,Eschalon Book 1
1535,Eschalon Book 2
1536,Esenthel Engine
1537,Estranged Act I
1538,Eternal Fate
1539,Eternal Senia
1540,Eternal Silence
1541,Ethan Meteor Hunter
1542,Ethan Meteor Hunter Deluxe Content
1543,Ether One
1544,Ether One Deluxe Edition Upgrade
1545,Ether One Redux
1546,Ether Vapor Remaster
1547,Etherium
1548,Etherlords
1549,Etherlords II
1550,Eufloria
1551,Eufloria HD
1552,Eufloria HD Original Soundtrack
1553,Euro Fishing
1554,Euro Truck Simulator
1555,Euro Truck Simulator 2
1556,Euro Truck Simulator 2 - Going East!
1557,Euro Truck Simulator 2 - Ice Cold Paint Jobs Pack
1558,Eurofighter Typhoon
1559,Europa Universalis III
1560,Europa Universalis III Divine Wind
1561,Europa Universalis III Heir to the Throne
1562,Europa Universalis IV
1563,Europa Universalis IV American Dream DLC
1564,Europa Universalis IV Conquest of Paradise
1565,Europa Universalis IV Conquistadors Unit pack 
1566,Europa Universalis IV National Monuments II
1567,Europa Universalis IV Songs of the New World
1568,Europa Universalis IVNative Americans Unit Pack
1569,Europa Universalis Rome - Gold Edition
1570,Europa Universalis Rome - Vae Victis
1571,European Ship Simulator
1572,EVE Online
1573,Everlasting Summer
1574,Everlasting Summer DLC One pioneer's story
1575,EverQuest Free-to-Play
1576,EverQuest II
1577,EverQuest II Rise of Kunark
1578,EverQuest II The Shadow Odyssey
1579,EverQuest Secrets of Faydwer
1580,EverQuest Seeds of Destruction
1581,Everyday Genius SquareLogic
1582,EVGA PrecisionX 16
1583,Evil Genius
1584,EvilQuest
1585,Evochron Mercenary
1586,Evoland
1587,Evolution RTS
1588,Evolve
1589,Evolve - Behemoth
1590,Evolve - Gorgon
1591,eXceed - Gun Bullet Children
1592,eXceed 2nd - Vampire REX
1593,eXceed 3rd - Jade Penetrate Black Package
1594,Executive Assault
1595,Expeditions Conquistador
1596,Explodemon
1597,F.E.A.R.
1598,F.E.A.R. 2 Project Origin
1599,F.E.A.R. 3
1600,F.E.A.R. Extraction Point
1601,F.E.A.R. Online
1602,F.E.A.R. Perseus Mandate
1603,F1 2010
1604,F1 2011
1605,F1 2012
1606,F1 2013
1607,F1 2014
1608,F1 2015
1609,F1 Race Stars
1610,Fable - The Lost Chapters
1611,Fable Anniversary
1612,Fable III
1613,Fabula Mortis
1614,Face It - A game to fight inner demons
1615,Face Noir
1616,Face of Mankind
1617,FaceRig
1618,FaceRig Pro Upgrade
1619,FaceRig Team Fortress 2 Avatars DLC
1620,Faces of War
1621,Fading Hearts
1622,Faerie Solitaire
1623,Faery - Legends of Avalon
1624,FaeVerse Alchemy
1625,Fahrenheit Indigo Prophecy Remastered
1626,Fair Strike
1627,Fairy Bloom Freesia
1628,Fairy Bloom Freesia - Original Soundtrack
1629,Fairy Fencer F
1630,Fairy Tale Mysteries The Puppet Thief Collector's Edition
1631,Fake Colours
1632,Fall of the New Age Premium Edition
1633,Fallen Earth
1634,Fallen Enchantress
1635,Fallen Enchantress Legendary Heroes
1636,Fallen Enchantress Legendary Heroes - Battlegrounds DLC
1637,Fallen Enchantress Legendary Heroes - The Dead World
1638,Fallen Enchantress Legendary Heroes Leader Pack
1639,Fallen Enchantress Legendary Heroes Loot Pack
1640,Fallen Enchantress Legendary Heroes Map Pack
1641,Fallen Enchantress Legendary Heroes Quest Pack
1642,Fallout
1643,Fallout 2
1644,Fallout 3
1645,Fallout 3 - Game of the Year Edition
1646,Fallout 3 - Mothership Zeta
1647,Fallout 3 - Point Lookout
1648,Fallout 3 - The Pitt
1649,Fallout 4
1650,Fallout New Vegas
1651,Fallout New Vegas Courier's Stash
1652,Fallout New Vegas Dead Money
1653,Fallout New Vegas Honest Hearts
1654,Fallout Tactics
1655,Famaze
1656,Family Guy Back to the Multiverse
1657,Fancy Skulls
1658,Fantasy Wars
1659,Far Cry
1660,Far Cry 2
1661,Far Cry 2 Fortunes Pack
1662,Far Cry 3
1663,Far Cry 3 Blood Dragon
1664,Far Cry 4
1665,Farlight Explorers
1666,Farm for your Life
1667,Farm Machines Championships 2014
1668,Farming Giant
1669,Farming Simulator 15
1670,Farming Simulator 15 - ITRunner
1671,Farming Simulator 2011
1672,Farming Simulator 2013
1673,Farming Simulator 2013 - Modding Tutorials
1674,Farming World
1675,FarSky
1676,Fast & Furious Showdown
1677,Fat Chicken
1678,FATE
1679,Fate of the World
1680,FATE The Traitor Soul
1681,FATE Undiscovered Realms
1682,Fatty Maze's Adventures
1683,fault milestone one
1684,fault milestone two sideabove
1685,Fearless Fantasy
1686,Feeding Frenzy 2 Shipwreck Showdown Deluxe
1687,Ferrum's Secrets where is grandpa?
1688,Fester Mudd Curse of the Gold - Episode 1
1689,FEZ
1690,Fieldrunners
1691,Fieldrunners 2
1692,Fiends of Imprisonment
1693,Fiesta Online
1694,Fiesta Online NA
1695,FIFA Manager 09
1696,FIFA Manager 10
1697,FIFA Manager 11
1698,Fight The Dragon
1699,Final DOOM
1700,Final Dusk
1701,Final Exam
1702,FINAL FANTASY III
1703,FINAL FANTASY IV
1704,FINAL FANTASY IV THE AFTER YEARS
1705,FINAL FANTASY TYPE-0 HD
1706,FINAL FANTASY V
1707,FINAL FANTASY VII
1708,FINAL FANTASY VIII
1709,FINAL FANTASY XI
1710,FINAL FANTASY XI Ultimate Collection - Abyssea Edition
1711,FINAL FANTASY XIII
1712,FINAL FANTASY XIII-2
1713,FINAL FANTASY XIV A Realm Reborn
1714,FINAL FANTASY XIV A Realm Reborn (NA version)
1715,FINAL FANTASY XIV A Realm Reborn (PAL version)
1716,FINAL FANTASY XIV A Realm Reborn CE (NA version)
1717,FINAL FANTASY XIV Heavensward
1718,Final Hours of Titanfall
1719,Final Slam 2
1720,Finding Teddy
1721,Finding Teddy Soundtrack
1722,Fine Sweeper
1723,Fingerbones
1724,Fingered
1725,Finn and Jake's Epic Quest
1726,Fire
1727,Firefall
1728,FIREFIGHT RELOADED
1729,Firefighters 2014
1730,Firefly Online Cortex
1731,Fishing Planet
1732,FIST OF AWESOME
1733,Fist of Jesus
1734,Fist Puncher
1735,Fistful of Frags
1736,Five Nights at Freddy's
1737,Five Nights at Freddy's 2
1738,Five Nights at Freddy's 3
1739,Five Nights at Freddy's 4
1740,Flame Over
1741,Flashback
1742,Flashout 2
1743,FlatOut
1744,FlatOut 2
1745,Flatout 3
1746,FlatOut Ultimate Carnage
1747,Flesh Eaters
1748,Flight Control HD
1749,Flight of the Icarus
1750,Floating Point
1751,FLOCK!
1752,Flora's Fruit Farm
1753,Flotilla
1754,Flower Shop Winter In Fairbrook
1755,FLYING TIGERS SHADOWS OVER CHINA
1756,FLY'N
1757,Folk Tale
1758,Foosball - Street Edition
1759,Football Manager 2009
1760,Football Manager 2010
1761,Football Manager 2011
1762,Football Manager 2012
1763,Football Manager 2013
1764,Football Manager 2014
1765,Football Manager 2015
1766,Football Manager 2016
1767,Football Manager 2016 Demo
1768,Football Manager 2016 Touch Mode - Design a Son
1769,Football Superstars
1770,Football Tactics
1771,FootLOL Epic Fail League
1772,For The Glory
1773,FORCED
1774,FORCED Original Soundtrack
1775,Ford Racing 3
1776,Foreign Legion Buckets of Blood
1777,Foreign Legion Multi Massacre
1778,Foresight
1779,Forge
1780,Fork Parker's Holiday Profit Hike
1781,Formula Fusion
1782,Forsaken Uprising
1783,Forsaken World 
1784,Fort Defense
1785,Fortix
1786,Fortix 2
1787,Fortress Forever
1788,FortressCraft Evolved
1789,FortressCraft Evolved Multiplayer
1790,Fortune Summoners Secret of the Elemental Stone
1791,FOTONICA
1792,Foul Play
1793,Fox & Flock
1794,FRACT OSC
1795,Fractal Make Blooms Not War
1796,Fractured Space
1797,Franchise Hockey Manager 2
1798,Franchise Hockey Manager 2014
1799,Frankenstein Master of Death
1800,Freaking Meatbags
1801,Freddi Fish 2 The Case of the Haunted Schoolhouse
1802,Freddi Fish 3 The Case of the Stolen Conch Shell
1803,Freddi Fish 4 The Case of the Hogfish Rustlers of Briny Gulch
1804,Freddi Fish 5 The Case of the Creature of Coral Cove
1805,Freddi Fish and Luther's Maze Madness
1806,Freddi Fish and Luther's Water Worries
1807,Freddi Fish and The Case of the Missing Kelp Seeds
1808,Frederic Evil Strikes Back
1809,Frederic Resurrection of Music
1810,Free to Play
1811,Freedom Fall
1812,Freedom Force
1813,Freedom Force vs. the 3rd Reich
1814,Freedom Planet
1815,Freedom Planet - Official Soundtrack
1816,FreeStyle2 Street Basketball
1817,Freight Tycoon Inc.
1818,Freshman Year
1819,Fritz Chess 14
1820,From Dust
1821,From The Depths
1822,Front Mission Evolved
1823,FRONTIERS
1824,Frontline Tactics
1825,Frontline Tactics - Close Quater Combat Soldier
1826,Frontline Tactics - Desert Camouflage
1827,Frontline Tactics - Golden Guns
1828,Frontline Tactics - Medic Soldier Pack
1829,Frontline Tactics - Ninja Camouflage
1830,Frontline Tactics - Sniper
1831,Frontline Tactics - Snow Camouflage 
1832,Frontline Tactics - Tiger Camouflage
1833,Frontline Tactics - Woodland Camouflage
1834,Frontlines Fuel of War
1835,Frozen Free Fall Snowball Fight
1836,Frozen Hearth
1837,Frozen Synapse
1838,Frozen Synapse Prime
1839,FTL Faster Than Light
1840,FUEL
1841,Full Bore
1842,Full Mojo Rampage
1843,Full Spectrum Warrior
1844,Full Spectrum Warrior Ten Hammers
1845,Funk of Titans
1846,Fuse
1847,Future Wars
1848,FX Football - The Manager for Every Football Fan
1849,FX Football 3D Match
1850,Galactic Arms Race
1851,Galactic Civilizations I Ultimate Edition
1852,Galactic Civilizations II Ultimate Edition
1853,Galactic Civilizations III
1854,Galactic Civilizations III - Map Pack DLC
1855,Galactic Civilizations III - Mega Events DLC
1856,Galactic Civilizations III - Precursor Worlds DLC
1857,Galactic Civilizations III - Revenge of the Snathi DLC
1858,Galactic Civilizations III - Ship Designer's Toolbox DLC
1859,Galactic Civilizations III Soundtrack
1860,GALAK-Z
1861,Galaxy on Fire 2 Full HD
1862,Galcon 2
1863,Galcon Fusion
1864,Galcon Legends
1865,Game Character Hub
1866,Game Dev Tycoon
1867,Game of Thrones 
1868,Game of Thrones - A Telltale Games Series
1869,Game Tycoon 1.5
1870,GameGuru
1871,GameGuru - Buildings Pack
1872,GameLoading Rise of the Indies
1873,GameMaker Studio
1874,GameMaker Studio Android
1875,GameMaker Studio HTML5
1876,GameMaker Studio iOS
1877,GameMaker Studio Professional
1878,GameMaker Studio Standard
1879,GameMaker Studio Ubuntu Export
1880,GameMaker Studio Windows Phone 8
1881,GameMaker Studio YoYo Compiler
1882,GamersGoMakers
1883,Games of Glory
1884,Gang Beasts
1885,Gaokao.Love.100Days
1886,Garden Rescue
1887,Gare Sapphire Mechs
1888,Garry's Mod
1889,Garshasp Temple of the Dragon
1890,Garshasp The Monster Slayer
1891,Gary Grigsby's War in the East
1892,Gas Guzzlers Extreme
1893,GASP
1894,Gateways
1895,GAUGE
1896,Gauntlet 
1897,Gear Up
1898,GEARCRACK Arena
1899,GemCraft - Chasing Shadows
1900,Gemini Rue
1901,Gemini Wars
1902,Gems of War
1903,Geneforge 1
1904,Geneforge 2
1905,Geneforge 3
1906,Geneforge 4
1907,Geneforge 5
1908,Genesis Online
1909,Genesis Rising
1910,Geometry Dash
1911,Geometry Wars 3 Dimensions Evolved
1912,Geometry Wars Retro Evolved
1913,GestureWorks Gameplay
1914,Get Off My Lawn!
1915,Gettysburg Armored Warfare
1916,Ghost Encounters Deadwood - Collector's Edition
1917,Ghost in the Shell Stand Alone Complex First Assault Online
1918,Ghost Master
1919,Ghost Pirates of Vooju Island
1920,Ghostbusters Sanctum of Slime
1921,Ghostbusters The Video Game
1922,Giana Sisters Twisted Dreams
1923,Giana Sisters Twisted Dreams - Rise of the Owlverlord
1924,Gigantic Army
1925,Gimbal
1926,Gish
1927,Glacier 3 The Meltdown
1928,Gladiators Online - Tiro Pack
1929,Gladiators Online Death Before Dishonor
1930,Glare
1931,Glass Wing
1932,Global Agenda
1933,Global Agenda - Beta
1934,Global Ops Commando Libya
1935,Glorkian Warrior The Trials Of Glork
1936,Glowfish
1937,Gnomoria
1938,Go! Go! Nippon! ~My First Trip to Japan~
1939,Goat Simulator
1940,Goats on a Bridge
1941,GoD Factory Wingmen
1942,God Mode
1943,Gods Will Be Watching
1944,Godus
1945,Gold Package
1946,Gold Rush! Anniversary
1947,Gold Rush! Classic
1948,Golden Rush
1949,Gomo
1950,Gone Home
1951,GooCubelets
1952,GooCubelets 2
1953,Good Friends Character Pack
1954,Good Ol Times
1955,Goodbye Deponia
1956,Gorky 17
1957,Gotham City Impostors
1958,Gotham City Impostors Free To Play
1959,Gothic
1960,Gothic 3
1961,Gothic 3 Forsaken Gods Enhanced Edition
1962,Gothic II Gold Edition
1963,Governor of Poker 2
1964,Governor of Poker 2 Premium Edition
